player,base_price,type,cost_in_₹_(cr.),cost_in_$_(000),2022_squad,team,base_price_in_₹,base_price_in_$,base_price_status,base_price_status_$
Paul Van Meekeren,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Vyshak Vijay Kumar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
S.Ajith Ram,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Satyajeet Bachhav,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Tejas Baroka,Unknown,BOWLER,Unsold,Unsold,RR,Unsold,2000000,24000,Declared,Declared
Yuvraj Chudasama,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Peter Hatzoglou,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Karthik Meiyappan,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shivam Sharma,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Reeza Hendricks,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Christiaan Jonker,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Brandon King,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Chris Lynn,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,20000000,240000,Declared,Declared
Karun Nair,Unknown,BATSMAN,Unsold,Unsold,RR,Unsold,5000000,60000,Declared,Declared
Pathum Nissaanka,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Jason Roy,Unknown,BATSMAN,Unsold,Unsold,GT,Unsold,1500000,18000,Declared,Declared
Gurkeerat Singh,Unknown,BATSMAN,Unsold,Unsold,GT,Unsold,5000000,60000,Declared,Declared
Harry Tector,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Najibullah Zadran,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Sean Abbott,Unknown,ALL-ROUNDER,Unsold,Unsold,SRH,Unsold,1500000,18000,Declared,Declared
Qais Ahmad,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Charith Asalanka,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Michael Bracewell,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,10000000,120000,Declared,Declared
Dominic Drakes,Unknown,ALL-ROUNDER,Unsold,Unsold,GT,Unsold,5000000,60000,Declared,Declared
George Garton,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Chamika Karunaratne,Unknown,ALL-ROUNDER,Unsold,Unsold,KKR,Unsold,5000000,60000,Declared,Declared
Jamie Overton,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,20000000,240000,Declared,Declared
Sandeep Warrier,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Ben Dwarshuis,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Richard Gleeson,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Lahiru Kumara,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Dilshan Madushanka,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Billy Stanlake,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Andrew Tye,Unknown,BOWLER,Unsold,Unsold,LSG,Unsold,10000000,120000,Declared,Declared
Luke Wood,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,10000000,120000,Declared,Declared
Priyansh Arya,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Matthew Breetzke,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shivam Chauhan,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rahul Gahlaut,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sudip Gharami,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
C. Hari Nishaanth,Unknown,BATSMAN,Unsold,Unsold,CSK,Unsold,2000000,24000,Declared,Declared
Amandeep Khare,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Bhanu Pania,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ekant Sen,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Akash Singh,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Himanshu Bisht,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Mickil Jaiswal,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
G.Aniketh Reddy,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Atit Sheth,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
M. Siddharth,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Tanay Thyagarajann,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sumeet Verma,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sanjay Yadav,Unknown,ALL-ROUNDER,Unsold,Unsold,MI,Unsold,2000000,24000,Declared,Declared
Ajitesh Guruswamy,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Yash Kothari,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Suresh Kumar,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Kumar Kushagra,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Anmol Malhotra,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Robin Minz,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Agniv Pan,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Priyesh Patel,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Mitesh Patel,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Abishek Porel,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Bharat Sharma,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Vivek Singh,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Abhijeet Tomar,Unknown,WICKETKEEPER,Unsold,Unsold,KKR,Unsold,2000000,24000,Declared,Declared
Basit Bashir,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Nandre Burger,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rasikh Dar,Unknown,BOWLER,Unsold,Unsold,KKR,Unsold,2000000,24000,Declared,Declared
Sakib Hussain,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Waseem Khanday,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ravi Kiran Majeti,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Lukman Hussain Meriwala,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Anuj Raj,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ankit Singh Rajpoot,Unknown,BOWLER,Unsold,Unsold,LSG,Unsold,2000000,24000,Declared,Declared
Prince Yadav,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Prithviraj Yarra,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Mushtaq Beg,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rocky Bhasker,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sanjith Devaraj,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Allah Mohammad,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Lalit Mohan,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Bhuwan Rohilla,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Aman Sharma,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Manav Suthar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Tom Curran,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,7500000,90000,Declared,Declared
Moises Henriques,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,10000000,120000,Declared,Declared
Afif Hossain,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Scott Kuggeleijn,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Sisanda Magala,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Craig Overton,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,20000000,240000,Declared,Declared
Darcy Short,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,7500000,90000,Declared,Declared
Dhananjaya Silva,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Dunith Wellalage,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Varun Aaron,Unknown,BOWLER,Unsold,Unsold,GT,Unsold,5000000,60000,Declared,Declared
Sheldon Cottrel,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Nathan Coulter-Nile,Unknown,BOWLER,Unsold,Unsold,RR,Unsold,1500000,18000,Declared,Declared
Daryn Dupavillon,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Matt Henry,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,10000000,120000,Declared,Declared
Dhawal Kulkarni,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Tymal Mills,Unknown,BOWLER,Unsold,Unsold,MI,Unsold,20000000,240000,Declared,Declared
David Payne,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,7500000,90000,Declared,Declared
Barinder Sran,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Glenton Stuurman,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Anirudh Balachander,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Gourav Choudhary,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Saurav Chuahan,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Kumar Deobrat,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Chirag Gandhi,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Arman Jaffer,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Madhav Kaushik,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Priyank Panchal,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ayush Pandey,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rohan Patil,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sanjay Ramaswamy,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Siddharth Yadav,Unknown,BATSMAN,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rehan Ahmed,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,4000000,48000,Declared,Declared
Prayas Barman,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rahul Buddhi,Unknown,ALL-ROUNDER,Unsold,Unsold,MI,Unsold,2000000,24000,Declared,Declared
Vaisakh Chandran,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Writtick Chatterjee,Unknown,ALL-ROUNDER,Unsold,Unsold,PBKS,Unsold,2000000,24000,Declared,Declared
Prashant Chopra,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Harsh Dubey,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Tanush Kotian,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ninad Rathva,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
B. Surya,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Jordan Thompson,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,4000000,48000,Declared,Declared
Shivank Vashisth,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ankush Bains,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Christopher Benjamin,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Connor Esterhuizen,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Mohd Arslan Khan,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Mamidi Krishna,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Fazil Makaya,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Akshdeep Nath,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Deepak Punia,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ateev Saini,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Bipin Saurabh,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
B.R. Sharath,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Yashovardhan Singh,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Lakshay Thareja,Unknown,WICKETKEEPER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Mohit Avasthi,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ottneil Baartman,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Gurnoor Singh Brar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shahrukh Dar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Thomas Helm,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,4000000,48000,Declared,Declared
Pankaj Jaswal,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Venkatesh Muralidhara,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Geet Puri,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
E. Sanketh,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ajay Sarkar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ashok Sharma,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Kanwar Singh,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Fabian Allen,Unknown,ALL-ROUNDER,Unsold,Unsold,MI,Unsold,5000000,60000,Declared,Declared
Carlos Brathwaite,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,7500000,90000,Declared,Declared
Roston Chase,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,10000000,120000,Declared,Declared
Rahkeem Cornwall,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,10000000,120000,Declared,Declared
Karim Janat,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Keshav Maharaj,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Pawan Negi,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Keemo Paul,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,5000000,60000,Declared,Declared
Shivam Chaudhary,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ashwin Das,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
James Fuller,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,4000000,48000,Declared,Declared
Chirag Jani,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Akshay Karnewar,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Bhagmender Lather,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Lone Muzaffar,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Pulkit Narang,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rohit Rayudu,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sameer Rizvi,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Tunish Sawkar,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Auqib Dar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Mukhtar Hussain,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ashwani Kumar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Hemant Kumar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Nathan McAndrew,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rajesh Mohanty,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ravi Sharma,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Vikash Singh,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ruben Trumpelmann,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Koushik Vasuki,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Vasu Vats,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shubham Agrawal,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Baba Aparajith,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Anshul Kamboj,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Azim Kazi,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Dev Lakra,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Jitender Pal,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ritwik Roy Chowdhury,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Utkarsh Singh,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shubham Singh,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Avneesh Sudha,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Asad Jamil Ahmed,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Bandaru Ayyappa,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Aashish Bhatt,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
McKenny Clarke,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shubham Kapse,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Gourav Koul,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Raunak Kumar,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Trilok Nag,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Atal Bihari Rai,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ramon Simmonds,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rajeev Singh,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Mohd. Wasim,Unknown,BOWLER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Atharva Ankolekar,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Khizar Dafedar,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Naman Dhir,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sahil Dhiwan,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sampark Gupta,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Jordan Hermann,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Hayden Kerr,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Salman Khan,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sairaj Patil,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Divyaansh Saxena,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Purnank Tyagi,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Prince Yadav,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Deepraj Gaonkar,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shubham Garhwal,Unknown,ALL-ROUNDER,Unsold,Unsold,RR,Unsold,2000000,24000,Declared,Declared
Benny Howell,Unknown,ALL-ROUNDER,Unsold,Unsold,PBKS,Unsold,4000000,48000,Declared,Declared
Deepesh Nailwal,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Arjun Rapria,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shashwat Rawat,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Sumit Ruikar,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shivam Sharma,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Rajandeep Singh,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Anunay Singh,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Digvesh Singh,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Pranshu Vijayran,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Prerit Dutta,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Ramakrishna Ghosh,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
Shubhang Hegde,Unknown,ALL-ROUNDER,Unsold,Unsold,Not in Squad,Unsold,2000000,24000,Declared,Declared
