player,base_price,type,cost_in_₹_(cr.),cost_in_$_(000),2022_squad,team,base_price_in_₹,base_price_in_$,base_price_status,base_price_status_$
Mamidi Krishna,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Fazil Makaya,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Akshdeep Nath,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Deepak Punia,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ateev Saini,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Bipin Saurabh,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
B.R. Sharath,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Yashovardhan Singh,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Lakshay Thareja,Unknown,WICKETKEEPER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Mohit Avasthi,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ottneil Baartman,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Gurnoor Singh Brar,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shahrukh Dar,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Thomas Helm,Unknown,BOWLER,,,Not in Squad,Unsold,4000000.0,48000.0,Declared,Declared
Pankaj Jaswal,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Venkatesh Muralidhara,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Geet Puri,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
E. Sanketh,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ajay Sarkar,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ashok Sharma,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Kanwar Singh,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Fabian Allen,Unknown,ALL-ROUNDER,,,MI,Unsold,5000000.0,60000.0,Declared,Declared
Carlos Brathwaite,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,7500000.0,90000.0,Declared,Declared
Roston Chase,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,10000000.0,120000.0,Declared,Declared
Rahkeem Cornwall,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,10000000.0,120000.0,Declared,Declared
Karim Janat,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,5000000.0,60000.0,Declared,Declared
Keshav Maharaj,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,5000000.0,60000.0,Declared,Declared
Pawan Negi,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,5000000.0,60000.0,Declared,Declared
Keemo Paul,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,5000000.0,60000.0,Declared,Declared
Shivam Chaudhary,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ashwin Das,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
James Fuller,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,4000000.0,48000.0,Declared,Declared
Chirag Jani,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Akshay Karnewar,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Bhagmender Lather,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Lone Muzaffar,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Pulkit Narang,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Rohit Rayudu,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Sameer Rizvi,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Tunish Sawkar,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Auqib Dar,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Mukhtar Hussain,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ashwani Kumar,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Hemant Kumar,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Nathan McAndrew,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Rajesh Mohanty,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ravi Sharma,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Vikash Singh,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ruben Trumpelmann,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Koushik Vasuki,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Vasu Vats,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shubham Agrawal,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Baba Aparajith,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Anshul Kamboj,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Azim Kazi,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Dev Lakra,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Jitender Pal,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ritwik Roy Chowdhury,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Utkarsh Singh,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shubham Singh,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Avneesh Sudha,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Asad Jamil Ahmed,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Bandaru Ayyappa,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Aashish Bhatt,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
McKenny Clarke,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shubham Kapse,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Gourav Koul,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Raunak Kumar,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Trilok Nag,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Atal Bihari Rai,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ramon Simmonds,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Rajeev Singh,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Mohd. Wasim,Unknown,BOWLER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Atharva Ankolekar,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Khizar Dafedar,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Naman Dhir,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Sahil Dhiwan,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Sampark Gupta,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Jordan Hermann,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Hayden Kerr,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Salman Khan,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Sairaj Patil,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Divyaansh Saxena,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Purnank Tyagi,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Prince Yadav,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Deepraj Gaonkar,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shubham Garhwal,Unknown,ALL-ROUNDER,,,RR,Unsold,2000000.0,24000.0,Declared,Declared
Benny Howell,Unknown,ALL-ROUNDER,,,PBKS,Unsold,4000000.0,48000.0,Declared,Declared
Deepesh Nailwal,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Arjun Rapria,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shashwat Rawat,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Sumit Ruikar,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shivam Sharma,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Rajandeep Singh,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Anunay Singh,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Digvesh Singh,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Pranshu Vijayran,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Prerit Dutta,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ramakrishna Ghosh,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shubhang Hegde,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shamshuzama Kazi,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Ayaz Khan,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Amit Pachhara,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Akul Pandove,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Garv Sangwan,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Shubham Sharma,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Amit Yadav,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Amit Ali,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Rishabh Chauhan,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Matthew Forde,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Sammar Gajjar,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Rajneesh Gurbani,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Divyansh Joshi,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Dhruv Patel,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Jack Prestwidge,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Aditya Sarvate,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Sagar Solanki,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
Prenelan Subrayen,Unknown,ALL-ROUNDER,,,Not in Squad,Unsold,2000000.0,24000.0,Declared,Declared
